doi,pmid,pmcid,year,authors,title,journal,sources,scopus_eid,wos_ut,embase_pui,openalex_id,filename
10.3389/fgene.2020.601380,,,2020,Sykes,Recent Advances in Genetic Tools for Acinetobacter baumannii,Frontiers in Genetics,Crossref,,,,,
10.1099/jmm.0.000132,,,2015,Heydari,"NDM-1-producing Acinetobacter baumannii ST85 now in Turkey, including one isolate from a Syrian refugee",Journal of Medical Microbiology,Crossref,,,,,
10.1016/j.ijid.2014.03.605,,,2014,Cakirlar,The susceptibility to colistin and tigecycline of carbapenem-resistant Acinetobacter baumannii isolates in Turkey,International Journal of Infectious Diseases,Crossref,,,,,
10.20546/ijcmas.2017.611.130,,,2017,Saeed Mashaly,Aminoglycosides Resistance among Acinetobacter baumannii Complex Isolated from Hospital Acquired Blood Stream Infections,International Journal of Current Microbiology and Applied Sciences,Crossref,,,,,
10.1016/j.jiph.2018.10.078,,,2019,Molaeb,How to Successfully Manage Multi-drug-resistant Acinetobacter baumannii Trasnmissions in Intensive Care Unit?,Journal of Infection and Public Health,Crossref,,,,,
10.1007/s40121-022-00597-w,,,2022,Bartal,"Carbapenem-resistant Acinetobacter baumannii: Colonization, Infection and Current Treatment Options",Infectious Diseases and Therapy,Crossref,,,,,
10.1093/ofid/ofv133.53,,,2015,Munoz-Price,Impact of a 3-Day Carbapenem Exposure Window on the Development of Carbapenem-Resistant Acinetobacter Baumannii (CRAB) Clinical Infections,Open Forum Infectious Diseases,Crossref,,,,,
10.1186/s12864-024-10601-x,,,2024,Chen,"Genotypic and phenotypic characteristics of Acinetobacter baumannii isolates from the people’s hospital of Qingyang City, Gansu province",BMC Genomics,Crossref,,,,,
10.7759/cureus.13090,,,2021,Vasiliadis,"Acute Periprosthetic Hip Joint Infection Caused by Multidrug-Resistant Acinetobacter Baumannii: Is Debridement, Antibiotics, Irrigation, and Implant Retention a Viable Treatment Option?",Cureus,Crossref,,,,,
10.4103/ijmr.ijmr_644_16,,,2018,Lari,AdeR-AdeS mutations &amp; overexpression of the AdeABC efflux system in ciprofloxacin-resistant Acinetobacter baumannii clinical isolates,Indian Journal of Medical Research,Crossref,,,,,
10.1155/2016/9834020,,,2016,Yan,<i>Acinetobacter baumannii</i>Infection and IL-17 Mediated Immunity,Mediators of Inflammation,Crossref,,,,,
10.1002/ange.202209556,,,2022,Sianturi,Semi‐Synthetic Glycoconjugate Vaccine Lead Against <i>Acinetobacter baumannii</i> 17978,Angewandte Chemie,Crossref,,,,,
10.1590/s2175-97902020000419048,,,2021,Noshadi,Expression analysis of drug-resistant gene (blaOXA-51) in carbapenemases producing Acinetobacter baumannii treated with imipenem/sulbactam combination,Brazilian Journal of Pharmaceutical Sciences,Crossref,,,,,
10.1007/s00284-025-04275-1,,,2025,Bashiri,Loop 3 Repeats in Omp34 is a Promising Immunogen for Vaccine Development Against Acinetobacter baumannii Infections,Current Microbiology,Crossref,,,,,
10.30574/wjarr.2025.28.1.3406,,,2025,Hadi,Poly morphisms of Adefg Efflux Pump Gene’ s in Acinetobacter. baumannii isolated from burn sample,World Journal of Advanced Research and Reviews,Crossref,,,,,
10.51847/jzteltrtzf,,,2025,Castro,Phytochemicals from Philippine Medicinal Plants as Dual Inhibitors of Acinetobacter baumannii IMP-1 and OXA-24 β-Lactamases,Journal of Biochemical Technology,Crossref,,,,,
10.1128/cmr.00058-07,,,2008,Peleg,"<i>Acinetobacter baumannii</i>
            : Emergence of a Successful Pathogen",Clinical Microbiology Reviews,Crossref,,,,,
10.30574/gscbps.2020.13.2.0360,,,2020,Miguel Ángel Aguirre Navarrete,Acinetobacter baumannii as a causative agent of health care associated infections,GSC Biological and Pharmaceutical Sciences,Crossref,,,,,
10.4161/viru.25747,,,2013,Eugenin,Community-acquired pneumonia infections by<i>Acinetobacter baumannii</i>,Virulence,Crossref,,,,,
10.32553/ijmbs.v3i8.500,,,2019,Mohammed,MOLECULAR EPIDEMIOLOGY OF METALLO BETA LACTAMASES IN ACINETOBACTER BAUMANNII AT A TERTIARY CARE HOSPITAL,International Journal of Medical and Biomedical Studies,Crossref,,,,,
10.2174/1874285802115010145,,,2021,Al-Sultan,Prevalence of High-Risk Antibiotic Resistant Acinetobacter baumannii in the Holy Cities of Makkah and Al-Madinah,The Open Microbiology Journal,Crossref,,,,,
10.18502/ijm.v11i6.2222,,,2020,Tafreshi,Antibiotic resistance pattern of Acinetobacter baumannii from burns patients: increase in prevalence of blaOXA-24-like and blaOXA-58-like genes,Iranian Journal of Microbiology,Crossref,,,,,
10.1093/lambio/ovae056,,,2024,,Correction to: Bactericidal effect of bacteria isolated from the marine sponges <i>Hymeniacidon perlevis</i> and <i>Halichondria panicea</i> against carbapenem-resistant <i>Acinetobacter baumannii</i>,Letters in Applied Microbiology,Crossref,,,,,
10.1128/mra.01742-18,,,2019,Madhi,Draft Genome Sequences of Three Human Pathogenic Acinetobacter baumannii Strains,Microbiology Resource Announcements,Crossref,,,,,
10.2174/2212796817666221208115047,,,2023,Manouchehri,"A Systematic Review Study on the Effectiveness of Medicinal Plants
Against Acinetobacter baumannii",Current Chemical Biology,Crossref,,,,,
10.2147/idr.s491537,,,2024,Li,Construction and Validation of a Predictive Model for Mortality Risk in Patients with Acinetobacter baumannii Bloodstream Infection,Infection and Drug Resistance,Crossref,,,,,
10.1007/s10441-014-9226-8,,,2014,Zadeh Hosseingholi,In Silico Analysis of Acinetobacter baumannii Phospholipase D as a Subunit Vaccine Candidate,Acta Biotheoretica,Crossref,,,,,
10.3389/fpubh.2016.00105,,,2016,Vijayakumar,Biofilm Formation and Motility Depend on the Nature of the Acinetobacter baumannii Clinical Isolates,Frontiers in Public Health,Crossref,,,,,
10.1016/j.jprot.2016.05.021,,,2016,Kentache,Proteomic characterization of Nα- and Nε-acetylation in Acinetobacter baumannii,Journal of Proteomics,Crossref,,,,,
10.21608/jbaar.2019.138331,,,2019,,Clonal Diversity and High Prevalence of Oxa-23 among Carbapenem-Resistant Acinetobacter baumannii Isolates in Egypt,Journal of Bioscience and Applied Research,Crossref,,,,,
10.17340/jkna.2017.4.10,,,2017,Choi,Successful Treatment of Acinetobacter Baumannii Meningitis with Colistin,Journal of the Korean Neurological Association,Crossref,,,,,
10.5222/ankem.2014.020,,,2014,Erdil,Investigation of Aminoglycoside Resistance in Metallo-Beta-Lactamase Producing Acinetobacter baumannii Strains,ANKEM Dergisi,Crossref,,,,,
10.1016/s0378-1097(04)00340-4,,,2004,MISHRA,Crude oil degradation efficiency of a recombinant Acinetobacter baumannii strain and its survival in crude oil-contaminated soil microcosm,FEMS Microbiology Letters,Crossref,,,,,
10.1055/s-2003-37918,,,2003,Chastre,Infections due to<i>Acinetobacter Baumannii</i>in the ICU,Seminars in Respiratory and Critical Care Medicine,Crossref,,,,,
10.1016/j.genrep.2019.100557,,,2020,Khazaal,Mechanism of pathogenesis in multidrug resistant Acinetobacter baumannii isolated from intensive care unit,Gene Reports,Crossref,,,,,
10.1007/s12275-017-6408-5,,,2017,Lin,Contribution of EmrAB efflux pumps to colistin resistance in Acinetobacter baumannii,Journal of Microbiology,Crossref,,,,,
10.4103/mjbl.mjbl_1314_23,,,2025,Younis,Prevalence of Integron Classes in Acinetobacter baumannii Isolated from Patients in Diyala,Medical Journal of Babylon,Crossref,,,,,
10.1093/ofid/ofu052.119,,,2014,Abdallah,253Activity of Eravacycline Against Enterobacteriaceae and Acinetobacter baumannii from New York City,Open Forum Infectious Diseases,Crossref,,,,,
10.1007/s12275-022-2007-1,,,2022,Lim,Lipocalin2 as a potential antibacterial drug against Acinetobacter baumannii infection,Journal of Microbiology,Crossref,,,,,
10.36452/jkdoktmeditek.v28i3.2366,,,2022,Minarto,Aktivitas Antibakteri Ekstrak Kelopak Bunga Rosela terhadap Bakteri Multidrug Resistant Acinetobacter baumannii dan Pseudomonas aeruginosa,Jurnal Kedokteran Meditek,Crossref,,,,,
10.1016/j.jbc.2023.103167,,,2023,Sheldon,Abstract 2714: The role of histamine in iron acquisition by multidrug-resistant Acinetobacter baumannii,Journal of Biological Chemistry,Crossref,,,,,
10.1590/s1517-83822009000200024,,,2009,Takagi,Carbapenem-resistant Acinetobacter baumannii outbreak at university hospital,Brazilian Journal of Microbiology,Crossref,,,,,
10.3923/bj.2011.31.36,,,2010,Jazani,Antibacterial Effects of Artemisia dracunculus Essential Oil on Multi-drug Resistant Isolates of Acinetobacter baumannii,Bacteriology Journal,Crossref,,,,,
10.5505/vtd.2020.73384,,,2020,Ozekinci,Antibiotic Resistance of Acinetobacter baumannii Strains Isolated in 2015-2018 Years,Van Medical Journal,Crossref,,,,,
10.61132/obat.v3i3.1286,,,2025,Rawaa M. Mohammed,The Impact of the adeE and adeY Genes on the Antibiotic Resistance  Mechanisms of Acinetobacter baumannii,OBAT: Jurnal Riset Ilmu Farmasi dan Kesehatan,Crossref,,,,,
10.1016/j.ijid.2016.02.298,,,2016,swathi,Investigating the distribution of integrons among clinical isolates of acinetobacter baumannii and their association to carbapenem resistance,International Journal of Infectious Diseases,Crossref,,,,,
10.1016/j.micres.2025.128104,,,2025,Kim,Lactobacilli-derived extracellular vesicles as synergistic biomolecules for colistin efficacy against Acinetobacter baumannii,Microbiological Research,Crossref,,,,,
10.1016/j.jhin.2011.08.013,,,2012,Espinal,Effect of biofilm formation on the survival of Acinetobacter baumannii on dry surfaces,Journal of Hospital Infection,Crossref,,,,,
10.4103/jrpp.jrpp_50_24,,,2024,Najafabadi,"Carbapenem-resistant Acinetobacter baumannii and Ventilator-associated Pneumonia; Epidemiology, Risk Factors, and Current Therapeutic Approaches",Journal of Research in Pharmacy Practice,Crossref,,,,,
10.3389/fcimb.2023.1141490,,,2023,Sun,Resistance mechanisms of tigecycline in Acinetobacter baumannii,Frontiers in Cellular and Infection Microbiology,Crossref,,,,,
10.1093/femspd/fty007,,,2018,Spencer,The effects of antimicrobial peptides WAM-1 and LL-37 on multidrug-resistant Acinetobacter baumannii,Pathogens and Disease,Crossref,,,,,
10.3126/njn.v18i4.39401,,,2021,He,Intracranial Infection Caused by Multidrug-resistant Acinetobacter Baumannii,Nepal Journal of Neuroscience,Crossref,,,,,
10.1016/j.pdpdt.2015.07.111,,,2015,Marcolan,Antimicrobial therapy in isolated photodynamic clinical Acinetobacter baumannii,Photodiagnosis and Photodynamic Therapy,Crossref,,,,,
10.1016/j.plasmid.2006.01.004,,,2006,Dorsey,"Sequence and organization of pMAC, an Acinetobacter baumannii plasmid harboring genes involved in organic peroxide resistance",Plasmid,Crossref,,,,,
10.1016/j.burns.2025.107545,,,2025,Ghasemiyeh,Phosphate supplementation: A promising approach to reduce Pseudomonas aeruginosa and Acinetobacter baumannii invasion through the downregulation of pstS and ppk1 genes,Burns,Crossref,,,,,
10.1016/j.tim.2012.12.002,,,2013,García-Quintanilla,Emerging therapies for multidrug resistant Acinetobacter baumannii,Trends in Microbiology,Crossref,,,,,
10.53730/ijhs.v6ns9.13332,,,2022,Jaber,"Evaluation of class 1, 2 and 3 integrons among multidrug resistant isolates of acinetobacter baumannii",International journal of health sciences,Crossref,,,,,
10.55905/oelv22n3-043,,,2024,De Souza,Ferramentas de bioinformática aplicadas a busca racional por moléculas contra Acinetobacter baumannii,OBSERVATÓRIO DE LA ECONOMÍA LATINOAMERICANA,Crossref,,,,,
10.18502/ijph.v50i4.6019,,,2021,Mohammadi,Molecular Typing of Clinical Isolates of Acinetobacter baumannii Using Random Amplified Polymorphic DNA (RAPDPCR),Iranian Journal of Public Health,Crossref,,,,,
10.1099/jmm.0.000033,,,2015,Aljindan,Prevalence of digestive tract colonization of carbapenem-resistant Acinetobacter baumannii in hospitals in Saudi Arabia,Journal of Medical Microbiology,Crossref,,,,,
10.1007/s40506-014-0030-4,,,2014,Álvarez-Marín,Epidemiology and Treatment of Multidrug-Resistant Acinetobacter baumannii,Current Treatment Options in Infectious Diseases,Crossref,,,,,
10.1089/mdr.2020.0188,,,2021,Jovcic,"Colistin Resistance in Environmental Isolates of
                    <i>Acinetobacter baumannii</i>",Microbial Drug Resistance,Crossref,,,,,
10.1046/j.1469-0691.2003.00558.x,,,2003,Maniatis,Multiresistant Acinetobacter baumannii isolates in intensive care units in Greece,Clinical Microbiology and Infection,Crossref,,,,,
10.9775/kvfd.2021.26491,,,2021,CELEBI,Tocilizumabın İmmünsüprese Rat Modelinde Acinetobacter baumannii’nin Akciğer Enfeksiyonu Üzerindeki Etkisi,Kafkas Universitesi Veteriner Fakultesi Dergisi,Crossref,,,,,
10.3899/jrheum.130117,,,2013,MARCHI,Septic Oligoarthritis Caused by <i>Klebsiella pneumoniae</i> and <i>Acinetobacter baumannii</i>,The Journal of Rheumatology,Crossref,,,,,
10.1016/j.ijantimicag.2012.08.009,,,2013,Malone,Carbapenem-associated multidrug-resistant Acinetobacter baumannii are sensitised by aztreonam in combination with polyamines,International Journal of Antimicrobial Agents,Crossref,,,,,
10.3329/brc.v9i2.67079,,,2023,Islam,"Phenotypic-genotypic Features of MDR Pseudomonas Aeruginosa and Acinetobacter Baumannii From Dhaka, Bangladesh",Bioresearch Communications,Crossref,,,,,
10.1007/s00408-010-9250-7,,,2010,Nunley,Mortality Associated with Acinetobacter baumannii Infections Experienced by Lung Transplant Recipients,Lung,Crossref,,,,,
10.1016/j.micpath.2022.105834,,,2022,Sepahvand,Comparative assessment of the mouse immune responses to colistin-resistant and colistin-sensitive isolates of Acinetobacter baumannii,Microbial Pathogenesis,Crossref,,,,,
10.1007/s00284-022-02943-0,,,2022,Temel,Investigating Biofilm Formation and Antibiofilm Activity Using Real Time Cell Analysis Method in Carbapenem Resistant Acinetobacter baumannii Strains,Current Microbiology,Crossref,,,,,
10.1111/resp.14149_32,,,2021,,O6‐1: A multi‐epitope peptide rOmp22 encapsulated in chitosan‐PLGA nanoparticles as vaccine candidate against <i>Acinetobacter baumannii</i> infection,Respirology,Crossref,,,,,
10.1093/cid/ciad435,,,2023,Guastalegname,Intravenous Fosfomycin: The Underdog Player in the Treatment of Carbapenem-resistant <i>Acinetobacter baumannii</i> Infections,Clinical Infectious Diseases,Crossref,,,,,
10.17582/journal.jahp/2025/13.s1.477.488,,,2025,Al-Shammary,Dynamic Efficacy of Cloves Against Pluripotent Acinetobacter baumannii Recovered from Raw Milk of Mastitis Cow,Journal of Animal Health and Production,Crossref,,,,,
10.1556/030.2022.01748,,,2022,Benaissa,Characterization of imipenem-resistant Acinetobacter baumannii and Pseudomonas aeruginosa clinical isolates in a Moroccan hospital,Acta Microbiologica et Immunologica Hungarica,Crossref,,,,,
10.1016/j.micpath.2021.105346,,,2022,Raoufi,DcaP porin and its epitope-based subunit promise effective vaccines against Acinetobacter baumannii; in-silico and in-vivo approaches,Microbial Pathogenesis,Crossref,,,,,
10.1093/femsmc/xtab017,,,2022,Tiwari,Design of novel hybrid secondary metabolite targets to diguanylate cyclase of<i>Acinetobacter baumannii</i>,FEMS Microbes,Crossref,,,,,
10.4103/mtsp.mtsp_22_24_1,,,2025,Al-Hasnawy,Resistance - Polymyxin E in Acinetobacter baumannii Isolated from Patients in the Wound Unit,Matrix Science Pharma,Crossref,,,,,
10.24237/asj.02.03.815b,,,2024,Younis,The Molecular Typing of Extensively Drug Resistant Acinetobacter baumannii Clinical Isolates Using Arbitrarily Primed PCR (AP-PCR),Academic Science Journal,Crossref,,,,,
10.31018/jans.v16i2.5519,,,2024,Abed,"Identification of class I, II, and III Integron genes in multidrug-resistant Acinetobacter baumannii strains",Journal of Applied and Natural Science,Crossref,,,,,
10.1093/ofid/ofae631.1658,,,2025,Seok,P-1488. Clinical Efficacy of Minocycline in the Treatment of Carbapenem-resistant <i>Acinetobacter baumannii</i> Pneumonia,Open Forum Infectious Diseases,Crossref,,,,,
10.5606/kbbihtisas.2012.063,,,2012,Kınış,Acinetobacter baumannii: Derin boyun enfeksiyonunun nadir bir nedeni,The Turkish Journal of Ear Nose and Throat,Crossref,,,,,
10.18502/ssu.v32i6.16381,,,2024,Nasratipour,Examining the Frequency of Selected Genes Involved in Biofilm Formation in Clinical Isolates of Acinetobacter Baumannii,Journal of Shahid Sadoughi University of Medical Sciences,Crossref,,,,,
10.1097/ju.0000000000000543,,,2019,Atala,Re: Urinary Tract Colonization is Enhanced by a Plasmid that Regulates Uropathogenic Acinetobacter baumannii Chromosomal Genes,Journal of Urology,Crossref,,,,,
10.3233/jpi-2010-0230,,,2015,Mahabeer,Acinetobacter baumannii and group B streptococcus co-infection causing neonatal meningitis,Journal of Pediatric Infectious Diseases,Crossref,,,,,
10.53730/ijhs.v6ns2.8996,,,2022,Kareem I,Role of some proteins in resistance of clinical Acinetobacter baumannii isolates to imipenem,International journal of health sciences,Crossref,,,,,
10.24237/asj.02.02.712a,,,2024,Adnan,Identification of Acinetobacter baumannii Isolated from Different Infections and Study the Prevalence of Antibiotic Resistance in Patients of Baquba City,Academic Science Journal,Crossref,,,,,
10.21776/htedyt80,,,2025,Martin,PERBEDAAN EFEK ANTIBIOFILM EKSTRAK METANOLIK DAUN SIRIH HIJAU DENGAN DAUN SIRIH MERAH TERHADAP Acinetobacter baumannii PADA ENDOTRACHEAL TUBE,Majalah Kesehatan,Crossref,,,,,
10.1016/j.transproceed.2015.09.037,,,2015,Nie,"The Distribution, Drug Resistance, and Clinical Characteristics of Acinetobacter baumannii Infections in Solid Organ Transplant Recipients",Transplantation Proceedings,Crossref,,,,,
10.5222/ankem.2012.187,,,2012,Turk Dagi,Investigation of Metallo-beta-lactamases in Acinetobacter baumannii Strains Resistant to Carbapenems,Ankem Dergisi,Crossref,,,,,
10.4172/2376-0311.1000117,,,2015,Trivedi,Effect of Biofield Treatment on Antimicrobials Susceptibility Pattern of Acinetobacter baumannii - An Experimental Study,JBR Journal of Clinical Diagnosis and Research,Crossref,,,,,
10.36320/ajb/v11.i1.8033,,,2019,Ali Al-Shawi,Molecular study of Acinetobacter baumannii Isolated from skin infection,Al-Kufa University Journal for Biology,Crossref,,,,,
10.25259/ijdvl_1273_20,,,2021,Singal,Neonatal purpura fulminans caused by <i>Acinetobacter baumannii</i>: Unusual occurrence of three coincident cases,"Indian Journal of Dermatology, Venereology and Leprology",Crossref,,,,,
10.1097/gh9.0000000000000349,,,2023,Aregawi,Emerging multidrug resistant Acinetobacter baumannii among patients in intensive care unit: an implication for extended global threat,International Journal of Surgery: Global Health,Crossref,,,,,
10.1016/j.ijid.2020.09.182,,,2020,Skurikhina,Microbiological and molecular genetic aspects of the antibiotic resistance of Pseudomonas aeruginosa and Acinetobacter baumannii,International Journal of Infectious Diseases,Crossref,,,,,
10.3389/fmicb.2015.00481,,,2015,Sousa,Unsuitability of MALDI-TOF MS to discriminate Acinetobacter baumannii clones under routine experimental conditions,Frontiers in Microbiology,Crossref,,,,,
10.3390/antibiotics9090579,,,2020,Higgins,Molecular Epidemiology of Carbapenem-Resistant Acinetobacter baumannii Isolated from War-Injured Patients from the Eastern Ukraine,Antibiotics,Crossref,,,,,
10.1016/j.apsoil.2019.103396,,,2020,Dekic,Survival of extensively- and pandrug-resistant isolates of Acinetobacter baumannii in soils,Applied Soil Ecology,Crossref,,,,,
10.36103/c5bw0g67,,,2024,Noor Alhuda A. K,"THE PREVALENCE OF (OMPA, CSUE) GENES AMONG BIOFILM PRODUCER ACINETOBACTER BAUMANNII ISOLATES",IRAQI JOURNAL OF AGRICULTURAL SCIENCES,Crossref,,,,,
10.3390/antibiotics14070700,,,2025,Kerimoglu,"Evaluation of Infections Caused by Carbapenem-Resistant Pseudomonas aeruginosa, Acinetobacter baumannii, and Klebsiella pneumoniae in an Intensive Care Unit: A Retrospective Study",Antibiotics,Crossref,,,,,
10.18683/germs.2023.1408,,,2023,Campos Monteiro,"Acinetobacter baumannii: a known pathogen, a new problem",Germs,Crossref,,,,,
10.1016/s0924-8579(07)71882-4,,,2007,Capone,P2043 Susceptibility to tigecycline among multidrug–resistant Acinetobacter baumannii clinical isolates,International Journal of Antimicrobial Agents,Crossref,,,,,
10.1093/ofid/ofz360.618,,,2019,RAHMAN,549. First Report for Emergence of Chromosomal Borne Colistin Resistance Gene mcr-1 in a Clinical Acinetobacter Baumannii Isolates from India,Open Forum Infectious Diseases,Crossref,,,,,
10.1016/j.drup.2012.06.001,,,2012,Karah,Insights into the global molecular epidemiology of carbapenem non-susceptible clones of Acinetobacter baumannii,Drug Resistance Updates,Crossref,,,,,
10.3389/fmicb.2018.01011,,,2018,Karumathil,Trans-Cinnamaldehyde and Eugenol Increase Acinetobacter baumannii Sensitivity to Beta-Lactam Antibiotics,Frontiers in Microbiology,Crossref,,,,,
10.4103/0255-0857.129869,,,2014,Shanthi,"Characterisation of heteroresistant subcolonies for MBL, AmpC genes in Klebsiella pneumoniae and Acinetobacter baumannii",Indian Journal of Medical Microbiology,Crossref,,,,,
10.1007/s00134-015-4096-3,,,2015,Kollef,Why is Acinetobacter baumannii a problem for critically ill patients?,Intensive Care Medicine,Crossref,,,,,
10.1186/s12879-021-05963-6,,,2021,Lin,Combination inhibition activity of chlorhexidine and antibiotics on multidrug-resistant Acinetobacter baumannii in vitro,BMC Infectious Diseases,Crossref,,,,,
10.1016/j.micpath.2011.01.008,,,2011,Smani,"Acinetobacter baumannii-induced lung cell death: Role of inflammation, oxidative stress and cytosolic calcium",Microbial Pathogenesis,Crossref,,,,,
10.1186/s12941-018-0301-x,,,2019,Ibrahim,"Prevalence of Acinetobacter baumannii in Saudi Arabia: risk factors, antimicrobial resistance patterns and mechanisms of carbapenem resistance",Annals of Clinical Microbiology and Antimicrobials,Crossref,,,,,
10.4172/2161-0703.1000237,,,2016,Rizzo,Efflux Pump AdeABC Assessment in Acinetobacter baumannii Strains Isolated in a Teaching Hospital,Journal of Medical Microbiology &amp; Diagnosis,Crossref,,,,,
10.1371/journal.pone.0297751,,,2024,Shahri,Deciphering the structure of a multi-drug resistant Acinetobacter baumannii short-chain dehydrogenase reductase,PLOS ONE,Crossref,,,,,
10.1016/j.genrep.2020.100984,,,2021,Ebrahimi,Efficacy of isolated bacteriophage against biofilm embedded colistin-resistant Acinetobacter baumannii,Gene Reports,Crossref,,,,,
10.1093/jacamr/dlaf220,,,2025,Halim,"Evaluation of sulbactam/durlobactam activity and synergy against highly drug-resistant
                    <i>Acinetobacter baumannii</i>
                    strains",JAC-Antimicrobial Resistance,Crossref,,,,,
10.1016/j.peptides.2013.09.007,,,2013,Feng,The human antimicrobial peptide LL-37 and its fragments possess both antimicrobial and antibiofilm activities against multidrug-resistant Acinetobacter baumannii,Peptides,Crossref,,,,,
10.1099/jmm.0.000069,,,2015,Nowak,Prevalence of eight resistance-nodulation-division efflux pump genes in epidemiologically characterized Acinetobacter baumannii of worldwide origin,Journal of Medical Microbiology,Crossref,,,,,
10.17219/acem/191058,,,2024,ÖZTÜRK,Investigation of integron gene cassettes in trimethoprim-sulfamethoxazole-resistant Acinetobacter baumannii isolates,Advances in Clinical and Experimental Medicine,Crossref,,,,,
10.1099/jmm.0.46117-0,,,2006,Ying,Characterization of carbapenem-resistant Acinetobacter baumannii in Shanghai and Hong Kong,Journal of Medical Microbiology,Crossref,,,,,
10.1099/jmm.0.45986-0,,,2005,Huys,Repetitive-DNA-element PCR fingerprinting and antibiotic resistance of pan-European multi-resistant Acinetobacter baumannii clone III strains,Journal of Medical Microbiology,Crossref,,,,,
10.5937/scriptamed55-49892,,,2024,Šmitran,Inhibitory effect of selenium nanoparticles on the biofilm formation of multidrug-resistant Acinetobacter baumannii,Scripta Medica,Crossref,,,,,
10.1099/jmm.0.025544-0,,,2011,Lopes,Effect of frameshift mutagen acriflavine on control of resistance genes in Acinetobacter baumannii,Journal of Medical Microbiology,Crossref,,,,,
10.1093/ofid/ofae631.1641,,,2025,Lozano,P-1471. Mortality Analysis of Antimicrobial Regimens Selection in <i>Acinetobacter baumannii</i> Ventilator-Associated Pneumonia,Open Forum Infectious Diseases,Crossref,,,,,
10.1097/01.qco.0000171920.44809.f0,,,2005,Navon-Venezia,Update on Pseudomonas aeruginosa and Acinetobacter baumannii infections in the healthcare setting,Current Opinion in Infectious Diseases,Crossref,,,,,
10.5455/annalsmedres.2018.09.186,,,2018,Calgin,Assessment of antibiotic resistance rates of Pseudomonas aeruginosa and Acinetobacter baumannii strains isolated in intensive care units between 2014 and 2017,Annals of Medical Research,Crossref,,,,,
10.2147/idr.s543138,,,2025,Wang,"Genomic Characterization of Carbapenem-Resistant Acinetobacter baumannii in ICU Environments: Mobile Genetic Elements, Efflux Pumps, and Resistance Mechanism",Infection and Drug Resistance,Crossref,,,,,
10.1515/aiht-2017-68-2946,,,2017,Ivanković,Reduced susceptibility to disinfectants of Acinetobacter baumannii biofilms on glass and ceramic,Archives of Industrial Hygiene and Toxicology,Crossref,,,,,
10.1007/s00284-014-0581-0,,,2014,Koczura,"Class 1 Integrons and Antibiotic Resistance of Clinical Acinetobacter calcoaceticus–baumannii Complex in Poznań, Poland",Current Microbiology,Crossref,,,,,
10.1016/j.medcli.2011.06.024,,,2012,Hernández-Torres,Multidrug and carbapenem-resistant Acinetobacter baumannii infections: Factors associated with mortality,Medicina Clínica,Crossref,,,,,
10.18605/2175-7275/cereus.v16n1p252-264,,,2024,Ribeiro Dionisio Sales,Prevalência de Acinetobacter baumannii resistente aos carbapenêmicos isolado de amostras de aspirado traqueal de pacientes hospitalizados,Revista Cereus,Crossref,,,,,
10.1093/jac/dkn009,,,2008,David,Potential for underdosing and emergence of resistance in Acinetobacter baumannii during treatment with colistin,Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.1016/j.micpath.2023.106262,,,2023,Mirali,A two-protein cocktail elicits a protective immune response against Acinetobacter baumannii in a murine infection model,Microbial Pathogenesis,Crossref,,,,,
10.2807/ese.17.11.20117-en,,,2012,Liakopoulos,"Identification of OXA-23-producing Acinetobacter baumannii in Greece, 2010 to 2011",Eurosurveillance,Crossref,,,,,
10.1016/j.pep.2010.11.019,,,2011,McConnell,"Expression, purification, and refolding of biologically active Acinetobacter baumannii OmpA from Escherichia coli inclusion bodies",Protein Expression and Purification,Crossref,,,,,
10.1038/s42003-021-02074-5,,,2021,Gaurav,Mechanistic insights into synergy between nalidixic acid and tetracycline against clinical isolates of Acinetobacter baumannii and Escherichia coli,Communications Biology,Crossref,,,,,
10.9734/sajrm/2024/v18i2346,,,2024,Lakhey,"Isolation, Identification, and Antibiogram of Colistin-resistant Acinetobacter baumannii from Rivers in and around Kathmandu Valley",South Asian Journal of Research in Microbiology,Crossref,,,,,
10.3390/ph9010016,,,2016,Chang,Activity of Gallium Meso- and Protoporphyrin IX against Biofilms of Multidrug-Resistant Acinetobacter baumannii Isolates,Pharmaceuticals,Crossref,,,,,
10.3390/microorganisms9030537,,,2021,Monnheimer,"High Prevalence of Carbapenemase-Producing Acinetobacter baumannii in Wound Infections, Ghana, 2017/2018",Microorganisms,Crossref,,,,,
10.1039/d5ra03081a,,,2025,Ahmed,Molecular biology insights into levofloxacin-loaded ZnO nanoparticles: a potent strategy against MDR <i>Acinetobacter baumannii</i>,RSC Advances,Crossref,,,,,
10.1016/j.ijid.2010.02.2042,,,2010,Anunnatsiri,"Risk factors and clinical outcomes of multidrug-resistant Acinetobacter baumannii bacteremia in a University Hospital, Thailand",International Journal of Infectious Diseases,Crossref,,,,,
10.56975/ijcrt.v13i7.290724,,,2025,B,Graphene Quantum Dots as Novel Antibacterial Agents Against Acinetobacter baumannii: A Direct Activity Study,INTERNATIONAL JOURNAL OF CREATIVE RESEARCH THOUGHTS,Crossref,,,,,
10.29074/ascls.23.2.84,,,2010,Hensley,Maintenance of Antimicrobial Susceptibility of <i>Acinetobacter baumannii</i> in Modeled Microgravity,American Society for Clinical Laboratory Science,Crossref,,,,,
